ลำดับ,จังหวัดภูมิลำเนา,จังหวัดสถานที่ติดต่อได้,จังหวัดสถานที่ทำงาน,สถานะใบอนุญาต
572,,กรุงเทพมหานคร,,ปกติ
573,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
574,,ตาก,,ปกติ
575,,กรุงเทพมหานคร,,ปกติ
576,,กรุงเทพมหานคร,,ปกติ
577,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
578,กรุงเทพมหานคร,สมุทรสาคร,สมุทรสาคร,ปกติ
579,,กรุงเทพมหานคร,,ปกติ
580,,กรุงเทพมหานคร,สมุทรปราการ,ปกติ
581,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
582,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
583,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
584,,สมุทรปราการ,,ปกติ
585,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
586,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
587,,กรุงเทพมหานคร,,ปกติ
588,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
589,,นนทบุรี,กรุงเทพมหานคร,ปกติ
590,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
591,,กรุงเทพมหานคร,,ปกติ
592,,,,ปกติ
593,กรุงเทพมหานคร,กรุงเทพมหานคร,สมุทรปราการ,ปกติ
594,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
595,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
596,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
597,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
598,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
599,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
600,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
601,,สุรินทร์,,ปกติ
602,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
603,,,,ปกติ
604,,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
605,,กรุงเทพมหานคร,,ปกติ
606,,กรุงเทพมหานคร,นนทบุรี,ปกติ
607,,,,ปกติ
608,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
609,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
610,,กรุงเทพมหานคร,,ปกติ
611,,สุรินทร์,กรุงเทพมหานคร,ปกติ
612,,,,ปกติ
613,,กรุงเทพมหานคร,,ปกติ
614,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
615,,กรุงเทพมหานคร,,ปกติ
616,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
617,นนทบุรี,นนทบุรี,,ปกติ
618,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
619,,,,ปกติ
620,,กรุงเทพมหานคร,,ปกติ
621,,กรุงเทพมหานคร,,ปกติ
622,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
623,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
624,,กรุงเทพมหานคร,,ปกติ
625,,กรุงเทพมหานคร,,ปกติ
626,,กรุงเทพมหานคร,,ปกติ
627,,ตรัง,,ปกติ
628,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
629,,กรุงเทพมหานคร,,ปกติ
630,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
631,,กรุงเทพมหานคร,,ปกติ
632,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
633,,นนทบุรี,,ปกติ
634,,ปทุมธานี,,ปกติ
635,,พิษณุโลก,,ปกติ
636,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
637,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
638,,นนทบุรี,,ปกติ
639,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
640,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
641,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
642,,กรุงเทพมหานคร,สมุทรปราการ,ปกติ
643,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
644,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
645,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
646,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
647,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
648,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
649,เชียงราย,เชียงราย,เชียงราย,ปกติ
650,ปทุมธานี,ปทุมธานี,,ปกติ
651,,,,ปกติ
652,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
653,นนทบุรี,นนทบุรี,,ปกติ
654,,กรุงเทพมหานคร,,ปกติ
655,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
656,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
657,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
658,,นนทบุรี,นนทบุรี,ปกติ
659,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
660,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
661,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
662,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
663,,กรุงเทพมหานคร,,ปกติ
664,,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ปกติ
665,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
666,,กรุงเทพมหานคร,,ปกติ
667,เลย,นนทบุรี,,ปกติ
668,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
669,,เชียงใหม่,,ปกติ
670,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
671,ขอนแก่น                                    ,ขอนแก่น,มหาสารคาม,ปกติ
672,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
673,สมุทรปราการ,นนทบุรี,,ปกติ
674,,กรุงเทพมหานคร,,ปกติ
675,ราชบุรี,ราชบุรี,,ปกติ
